,區號名
1053,(5210)三民段
1054,(5225)三條圳段
1055,(5217)下寮段
1056,(5205)大庄段大庄小段
1057,(5206)大庄段火燒橋小段
1058,(5207)仁愛段
1059,(5221)文化段
1060,(5223)市鎮南段
1061,(5202)民生段
1062,(5211)民族段
1063,(5212)民權段
1064,(5214)永安段
1065,(5220)安仁段
1066,(5218)西建段
1067,(5209)和平段
1068,(5203)忠孝段
1069,(5219)東建段
1070,(5208)信義段
1071,(5204)南簡段
1072,(5200)梧棲段
1073,(5216)頂寮段
1074,(5215)港口段
1075,(5222)港加段
1076,(5224)興農段
1077,(3011)七塊厝段
1078,(3036)十三張段
1079,(3040)口庄段
1080,(3012)中社段
1081,(3033)中和東段
1082,(3034)中和西段
1083,(3025)公安段
1084,(3003)屯子腳段
1085,(3023)文明段
1086,(3024)文德段
1087,(3028)文化段
1088,(3008)月眉段
1089,(3009)月眉段月眉小段
1090,(3002)牛稠坑段七星小段
1091,(3010)牛稠坑段
1092,(3007)四塊厝段
1093,(3037)四德段
1094,(3038)四塊庄段
1095,(3039)四月段
1096,(3029)平安段
1097,(3027)民富段
1098,(3000)后里段
1099,(3001)后里段后里小段
1100,(3018)后義段
1101,(3020)后豐段
1102,(3021)后興段
1103,(3006)圳寮段
1104,(3015)里城段
1105,(3016)金城段
1106,(3019)泉州段
1107,(3014)新店段
1108,(3031)新公館段
1109,(3017)義里段
1110,(3026)墩北段
1111,(3030)墩南段
1112,(3022)廣興段
1113,(3032)舊圳段
1114,(3035)舊社新段
1115,(3327)十五庄段
1116,(3307)三角子段
1117,(3334)三角東段
1118,(3335)三角西段
1119,(3310)下溪洲段后寮小段
1120,(3311)下溪洲段後壁厝小段
1121,(3306)大社段
1122,(3321)大富段
1123,(3323)大社東段
1124,(3324)大洲段
1125,(3331)大明段
1126,(3332)大豐段
1127,(3301)山皮段
1128,(3342)仁愛段
1129,(3348)六張段
1130,(3336)光啟段
1131,(3343)光復段
1132,(3303)圳堵段
1133,(3313)圳前段
1134,(3347)圳北段
1135,(3339)竹圍段
1136,(3337)李洲段
1137,(3322)岸裡段
1138,(3316)林厝段
1139,(3305)社口段
1140,(3308)社南段
1141,(3325)前寮段
1142,(3315)厚生段
1143,(3309)建國段
1144,(3300)神岡段
1145,(3317)神圳段
1146,(3319)神林段
1147,(3320)神洲段
1148,(3326)神工段
1149,(3333)國豐段
1150,(3312)望寮段
1151,(3340)朝清段
1152,(3318)順濟段
1153,(3344)新和段
1154,(3345)新興段
1155,(3346)新圳段
1156,(3349)溝心段
1157,(3338)溪洲段
1158,(3314)福隆段
1159,(3341)福庄段
1160,(3328)豐洲北段
1161,(3329)豐工段
1162,(6707)大埔厝段大埔厝小段
1163,(6718)大新段
1164,(6743)大豐段
1165,(6744)大富段
1166,(6746)大德段
1167,(6724)工區段
1168,(6738)中興段
1169,(6741)中山段
1170,(6747)牛埔段
1171,(6745)弘富段
1172,(6704)瓦磘子段
1173,(6701)甘蔗崙段
1174,(6719)甘潭段
1175,(6714)石牌段
1176,(6722)安和段
1177,(6703)東員寶段
1178,(6730)東寶一段
1179,(6731)東寶二段
1180,(6732)東寶三段
1181,(6733)東寶五段
1182,(6734)東寶六段
1183,(6735)東寶七段
1184,(6748)帝君段
1185,(6736)家興段
1186,(6740)家福段
1187,(6720)栗林段
1188,(6721)祥和段
1189,(6716)復興段
1190,(6727)華泰段
1191,(6717)聖宮段
1192,(6726)僑忠段
1193,(6750)僑興段
1194,(6728)嘉仁段
1195,(6729)嘉豐段
1196,(6742)摘星段
1197,(6709)聚興段
1198,(6710)聚興段新興小段
1199,(6700)潭子段
1200,(6711)潭北段
1201,(6712)潭秀段
1202,(6713)潭陽段
1203,(6715)潭興段
1204,(6723)潭富段
1205,(6725)興華段
1206,(6751)興龍段
1207,(6706)頭家厝段
1208,(6737)頭張段
1209,(6739)頭家段
1210,(6749)豐興段
1211,(9310)三德段
1212,(9304)山腳段
1213,(9315)中山段
1214,(9319)永順段
1215,(9316)田水段
1216,(9312)竹泉段
1217,(9311)忠和段
1218,(9317)東園段
1219,(9323)東海段
1220,(9325)南寮段
1221,(9313)茄投段
1222,(9302)新庄子段新庄子小段
1223,(9320)新庄段
1224,(9321)新興段
1225,(9322)新東段
1226,(9318)遊園南段
1227,(9324)遊園北段
1228,(9305)福麗段
1229,(9327)遠東段
1230,(9300)龍井段竹坑小段
1231,(9306)龍津段
1232,(9307)龍目井段龍目井小段
1233,(9308)龍目井段水師寮小段
1234,(9309)龍目井段水裡社小段
1235,(9314)龍田段
1236,(9326)藝術段
1237,(8548)七星段
1238,(8501)三汴段
1239,(8539)大源段
1240,(8572)大興段
1241,(8519)中邑段
1242,(8537)中華段
1243,(8540)中山段
1244,(8574)中天段
1245,(8578)中南段
1246,(8512)仁平段
1247,(8541)內湖段
1248,(8580)內城段
1249,(8500)太平段
1250,(8509)平欣段
1251,(8521)永成段
1252,(8525)永新段
1253,(8527)永豐段
1254,(8549)永隆段
1255,(8570)永億段
1256,(8558)石苓湖段
1257,(8520)光隆段
1258,(8529)光華段
1259,(8533)光明段
1260,(8546)光興段
1261,(8536)吉祥段
1262,(8526)合利段
1263,(8582)竹村段
1264,(8511)孝平段
1265,(8561)育賢段
1266,(8505)車籠埔段黃竹坑小段
1267,(8516)和平段
1268,(8534)坪林段
1269,(8506)宜欣段
1270,(8510)忠平段
1271,(8552)東興段
1272,(8553)東平段
1273,(8554)東和段
1274,(8507)欣欣段
1275,(8523)長億段
1276,(8531)長安段
1277,(8577)長福段
1278,(8514)信平段
1279,(8535)洪厝段
1280,(8564)皇帝筍坑段
1281,(8565)振興段
1282,(8568)振福段
1283,(8571)振文段
1284,(8542)茶寮段
1285,(8544)頂坪段
1286,(8502)番子路段
1287,(8581)黃竹段
1288,(8538)勤益段
1289,(8563)塔湖段
1290,(8513)愛平段
1291,(8550)新德隆段
1292,(8555)新坪段
1293,(8557)新高段
1294,(8562)新興段
1295,(8566)新福段
1296,(8567)新光段
1297,(8575)新頭汴段
1298,(8551)溪洲段
1299,(8508)瑞欣段
1300,(8532)萬福段
1301,(8515)義平段
1302,(8573)聖和段
1303,(8518)壽平段
1304,(8517)福平段
1305,(8522)福星段
1306,(8524)福德段
1307,(8528)福利段
1308,(8543)福隆段
1309,(8579)福億段
1310,(8547)廣隆段
1311,(8559)德興段
1312,(8576)學億段
1313,(8556)樹孝段
1314,(8569)樹德段
1315,(8545)興隆段
1316,(8503)頭汴坑段
1317,(8560)豐中段
1318,(8530)麗園段
1319,(6111)七家灣段
1320,(6121)七卡段
1321,(6150)七棟寮段
1322,(6174)八仙山段
1323,(6147)十文溪段
1324,(6138)三錐段
1325,(6139)大雪山段
1326,(6154)大木段
1327,(6126)小雪山段
1328,(6162)中央段
1329,(6168)中坑段
1330,(6155)仁壽段
1331,(6142)天輪段
1332,(6149)天池段
1333,(6145)火石段
1334,(6152)出雲山段
1335,(6157)四季段
1336,(6116)白毛段
1337,(6172)白鹿段
1338,(6180)白毛山段
1339,(6134)光明段
1340,(6179)合歡溪段
1341,(6160)有勝段
1342,(6158)池有段
1343,(6151)百川段
1344,(6130)自由段
1345,(6148)西川段
1346,(6109)志良段
1347,(6141)沙蓮溪段
1348,(6166)育苗段
1349,(6102)谷關段
1350,(6105)佳陽段
1351,(6129)佳保段
1352,(6143)東卯段
1353,(6170)東卯溪段
1354,(6107)松茂段
1355,(6123)松嶺段
1356,(6124)松盧段
1357,(6113)武陵段
1358,(6181)長興段
1359,(6133)阿冷段
1360,(6100)南勢段
1361,(6161)南湖段
1362,(6131)後山寮段
1363,(6112)思源段
1364,(6132)苗圃段
1365,(6146)唐呂段
1366,(6119)埋伏坪社段
1367,(6122)桃山段
1368,(6177)烏石坑段
1369,(6136)釜碗段
1370,(6167)崑崙段
1371,(6165)捫山段
1372,(6106)梨山段
1373,(6118)雪山段
1374,(6175)雪山坑段
1375,(6110)勝光段
1376,(6101)博愛段
1377,(6164)無明段
1378,(6171)稍來段
1379,(6120)黑田段
1380,(6128)新山段
1381,(6140)裡冷段
1382,(6173)裡冷溪段
1383,(6103)達見段
1384,(6117)達觀段
1385,(6153)達盤段
1386,(6114)福壽山段
1387,(6135)劍山段
1388,(6176)摩天嶺段
1389,(6127)鞍馬山段
1390,(6144)鞍馬溪段
1391,(6169)橫流溪段
1392,(6156)興隆段
1393,(6125)龍谷段
1394,(6108)環山段
1395,(6115)雙崎段
1396,(6159)羅葉尾段
1397,(6163)羅閑段
1398,(6137)壩新段
1399,(6178)觀音溪段
1400,(0439)大水堀段
1401,(0443)大丘園段
1402,(0437)小半天段
1403,(0910)中湖段
1404,(0470)仁義段
1405,(0438)內樹皮段
1406,(0909)文昌段
1407,(0466)田底段
1408,(0907)石城段
1409,(0467)秀峰段
1410,(0441)車輄寮段內湖小段
1411,(0444)坪子頂段
1412,(0920)東照段
1413,(0445)初鄉段
1414,(0921)清秀段
1415,(0900)頂堀段
1416,(0906)頂城段
1417,(0436)鹿谷段新寮小段
1418,(0472)鹿彰段
1419,(0901)隆鳳段
1420,(0469)新和段
1421,(0903)新鹿谷段
1422,(0905)新初鄉段
1423,(0908)新內湖段
1424,(0463)溪頭段
1425,(0464)溪平段
1426,(0468)瑞田段
1427,(0919)瑞達段
1428,(0471)彰雅段
1429,(0465)鳳凰段
1430,(0474)廣興段
1431,(0473)興產段
1432,(0041)二重溪段
1433,(0035)八杞仙段
1434,(0040)中寮段
1435,(0042)分水寮段
1436,(0075)仙鹿段
1437,(0038)永樂段
1438,(0072)永昌段
1439,(0077)永芳段
1440,(0044)先驅段
1441,(0071)長安段
1442,(0036)後寮段
1443,(0045)清水段
1444,(0721)爽文段
1445,(0037)鄉親寮段
1446,(0073)愛鄉段
1447,(0727)新二重溪段
1448,(0074)義民段
1449,(0039)福山段
1450,(0725)樟平段
1451,(0043)龍眼林段
1452,(0514)人倫段
1453,(0519)人和段
1454,(0607)人和西段
1455,(0552)八通段
1456,(0581)十八層段
1457,(0591)三分所段
1458,(0608)三十甲段
1459,(0567)大水窟段
1460,(0570)大郡段
1461,(0588)丹大段
1462,(0590)丹巒段
1463,(0515)內茅埔段
1464,(0587)六順山段
1465,(0589)天南段
1466,(0566)巴奈伊段
1467,(0542)牛稠段
1468,(0565)北山段
1469,(0584)北丹大段
1470,(0585)卡社北段
1471,(0586)卡社南段
1472,(0603)卡社西段
1473,(0550)玉山段
1474,(0592)石公段
1475,(0535)同富段
1476,(0606)合流段
1477,(0526)地利段
1478,(0525)沙里仙段
1479,(0543)亞杉段
1480,(0583)卓社段
1481,(0545)和社段
1482,(0539)坪瀨段
1483,(0516)明德段
1484,(0523)東埔段
1485,(0527)東龍段
1486,(0569)東巒段
1487,(0546)松山段
1488,(0575)治卯東段
1489,(0576)治卯西段
1490,(0577)治卯南段
1491,(0578)治卯北段
1492,(0544)阿里段
1493,(0521)青雲段
1494,(0513)信義段
1495,(0540)風斗段
1496,(0613)崁脚寮段
1497,(0609)庫斯段
1498,(0548)桐林段
1499,(0547)神木段
1500,(0582)郡東段
1501,(0610)彩虹段
1502,(0524)望美段
1503,(0579)望鄉東段
1504,(0580)望鄉西段
1505,(0571)無雙段
1506,(0541)愛國段
1507,(0593)農富坪段
1508,(0568)達芬段
1509,(0551)樂樂段
1510,(0520)潭南段
1511,(0604)潭南東段
1512,(0549)鞍部段
1513,(0572)駒盆段
1514,(0605)龍嶺段
1515,(0517)豐丘段
1516,(0522)雙龍段
1517,(0518)羅娜段
1518,(0573)巒大北段
1519,(0574)巒大南段
1520,(0602)觀高段
1521,(0342)九仙溪段
1522,(0344)三錐山段
1523,(0268)大同段
1524,(0320)大尖山段
1525,(1139)小出段
1526,(0261)中原段
1527,(0300)天池段
1528,(0321)太魯閣段
1529,(1146)屯原段
1530,(1152)扎邦段
1531,(1140)木蘭段
1532,(1136)北東眼山段
1533,(1132)卡度段
1534,(0345)卯木山段
1535,(0274)平靜段
1536,(0269)幼獅段
1537,(0319)本部溪段
1538,(0395)白狗南山段
1539,(1133)石盤坑段
1540,(0266)守城大山段
1541,(0277)守城段
1542,(0258)曲冰段
1543,(0347)西合歡段
1544,(0339)尾敏山段
1545,(0340)尾敏溪段
1546,(0396)尾敏溪南段
1547,(0397)尾敏山南段
1548,(0337)卓社山段
1549,(1131)卓社段
1550,(0322)奇萊段
1551,(0343)帖比倫段
1552,(0271)東眼山段
1553,(0393)東高山段
1554,(0275)松岡段
1555,(0327)松風嶺段
1556,(0348)松雪段
1557,(1149)松林段
1558,(0259)武界段
1559,(0298)武令段
1560,(1151)法治段
1561,(0316)南山溪段
1562,(1134)南山段
1563,(1135)南東眼山段
1564,(0270)春陽段
1565,(0260)泉南段
1566,(0264)眉溪段
1567,(0265)眉原段
1568,(0398)眉原山段
1569,(0253)紅香段
1570,(0336)香杉林段
1571,(0333)栗源段
1572,(0335)栗栖溪段
1573,(0324)能高北段
1574,(0325)能高南段
1575,(1148)高峰段
1576,(0317)鬼仔坑段
1577,(0341)基隆山段
1578,(0257)望洋段
1579,(1137)梅松段
1580,(0276)清流段
1581,(0334)清水溪段
1582,(0394)麻加拉路段
1583,(0286)惠蓀段
1584,(0287)惠南段
1585,(0288)惠中段
1586,(0289)惠東段
1587,(0254)發祥段
1588,(0262)華岡段
1589,(0323)雲海段
1590,(0301)奧萬大段
1591,(0326)奧北段
1592,(0328)奧東段
1593,(0330)奧南段
1594,(0331)奧西段
1595,(0338)楊岸溪段
1596,(0318)楓仔林段
1597,(0255)瑞岩段
1598,(0273)萬大段
1599,(0332)萬峰段
1600,(0272)過坑段
1601,(0346)碧綠段
1602,(1147)碧湖段
1603,(0256)翠巒段
1604,(0299)翠峰段
1605,(1138)翠華段
1606,(0315)鳶峰段
1607,(1150)親愛段
1608,(0252)靜觀段
1609,(0329)檜林段
1610,(1145)賽德克段
1611,(0267)霧社段
1612,(0251)蘆山段
1613,(0001)三民段
1614,(0093)三村段
1615,(0016)大埔段
1616,(0003)中華段
1617,(0005)中山段
1618,(0006)孔門段
1619,(0019)牛稠子段牛稠子小段
1620,(0020)牛稠子段中庄子小段
1621,(0021)牛稠子段下廍小段
1622,(0022)牛稠子段山腳小段
1623,(0096)古寶段
1624,(0102)古夷段
1625,(0080)台鳳段
1626,(0119)平和段
1627,(0004)民生段
1628,(0007)民族段
1629,(0008)民權段
1630,(0033)田中央段
1631,(0123)石牌段
1632,(0112)安溪段
1633,(0002)成功段
1634,(0095)竹中段
1635,(0121)竹巷段
1636,(0015)西門口段
1637,(0017)西勢子段西勢子小段
1638,(0018)西勢子段過溝子小段
1639,(0034)快官段
1640,(0010)延平段
1641,(0011)延和段
1642,(0131)東芳段
1643,(0101)金馬段
1644,(0023)阿夷段阿夷小段
1645,(0025)阿夷段寶廍小段
1646,(0026)阿夷段柴坑子小段
1647,(0009)南興段
1648,(0013)南郭段南郭小段
1649,(0014)南郭段坑子內小段
1650,(0098)茄苳段
1651,(0079)香山段
1652,(0113)桃源段
1653,(0097)泰和段
1654,(0029)渡船頭段渡船頭小段
1655,(0122)新快官段
1656,(0132)新莿桐段
1657,(0078)萬興段
1658,(0094)聖安段
1659,(0012)彰化段西門小段
1660,(0066)彰興段
1661,(0103)彰泰段
1662,(0090)福元段
1663,(0091)福山段
1664,(0092)福竹段
1665,(0124)福田段
1666,(0111)鳳山段
1667,(0081)廣鳳段
1668,(0118)線東段
1669,(0120)磚磘段
1670,(0082)聯興段
1671,(0035)莿桐段
1672,(0393)上林段
1673,(0414)山崙段
1674,(0392)文開段
1675,(0308)永安段
1676,(0309)永福段
1677,(0428)永興段
1678,(0429)永樂段
1679,(0385)玉順段
1680,(0305)東昇段
1681,(0391)東石段
1682,(0422)建國段
1683,(0412)洋厝段
1684,(0389)洛津段
1685,(0386)埔崙段
1686,(0311)振興段
1687,(0411)海埔段
1688,(0323)草港段
1689,(0413)崑崙段
1690,(0322)崙海段
1691,(0406)崙尾段
1692,(0384)郭厝段
1693,(0375)頂和段
1694,(0321)鹿海段
1695,(0376)鹿德段
1696,(0377)鹿興段
1697,(0378)鹿和段
1698,(0379)鹿盛段
1699,(0380)鹿福段
1700,(0394)鹿鳴段
1701,(0395)鹿草段
1702,(0396)鹿鳳段
1703,(0397)鹿犁段
1704,(0398)鹿雅段
1705,(0407)鹿昇段
1706,(0408)鹿安段
1707,(0420)鹿崙段
1708,(0421)鹿洋段
1709,(0423)鹿東段
1710,(0424)鹿工段
1711,(0388)景福段
1712,(0387)順興段
1713,(0390)新宮段
1714,(0427)學子段
1715,(0381)龍山段
1716,(0409)鹽埕段
1717,(0410)鹽埔段
1718,(0246)大嘉段
1719,(0247)大霞段
1720,(0248)大榮段
1721,(0249)大雅段
1722,(0273)中圍段
1723,(0276)中寮北段
1724,(0211)仁和段
1725,(0212)仁愛段
1726,(0205)竹營段
1727,(0275)竹園段
1728,(0200)和東段
1729,(0201)和西段
1730,(0202)和南段
1731,(0203)和北段
1732,(0204)和中段
1733,(0250)和興段
1734,(0269)和群段
1735,(0288)和厝段
1736,(0262)忠孝段
1737,(0263)忠明段
1738,(0268)柑竹段
1739,(0296)犁盛段
1740,(0287)湖潭段
1741,(0279)順天段
1742,(0221)塗厝厝段嘉寶潭小段
1743,(0253)新賢段
1744,(0254)新發段
1745,(0255)新盛段
1746,(0256)嘉安段
1747,(0257)嘉詔段
1748,(0258)嘉慶段
1749,(0289)嘉寶段
1750,(0277)福馬段
1751,(0278)福澤段
1752,(0295)調興段
1753,(0274)糖友段
1754,(0900)七星段
1755,(0863)三民段
1756,(0869)三和段
1757,(0864)大松段
1758,(0866)大安段
1759,(0902)大新段
1760,(0860)中華段
1761,(0867)中寮段
1762,(0899)中圳段
1763,(0870)文昌段
1764,(0871)北工段
1765,(0859)光復段
1766,(0916)光中段
1767,(0800)東北斗段
1768,(0904)東螺段
1769,(0898)後溪段
1770,(0865)舜耕段
1771,(0862)新政段
1772,(0901)新生段
1773,(0868)裕後段
1774,(0903)興農段
1775,(0803)螺陽段
1776,(0861)螺青段
1777,(0511)三和段
1778,(0512)三條段
1779,(0523)三橋段
1780,(0531)三條圳段十七份小段
1781,(0624)三多段
1782,(0631)三義段
1783,(0508)大饒段
1784,(0522)大埔段
1785,(0653)大明段
1786,(0667)大峰段
1787,(0514)中山段
1788,(0655)中央段
1789,(0668)中東段
1790,(0510)仁愛段
1791,(0634)水源段
1792,(0666)出水段
1793,(0516)民生段
1794,(0636)圳南段
1795,(0509)地政段
1796,(0629)至善段
1797,(0626)和平段
1798,(0519)明倫段
1799,(0639)東北段
1800,(0638)南潭段
1801,(0652)香山段
1802,(0500)員林段
1803,(0665)員南段
1804,(0669)員草段
1805,(0517)益民段
1806,(0527)莒光段
1807,(0637)復興段
1808,(0532)惠來段
1809,(0627)惠農段
1810,(0632)惠安段
1811,(0670)湖水段
1812,(0619)新員水段
1813,(0620)新崙雅段
1814,(0621)新西東段
1815,(0622)新南東段
1816,(0630)新生段
1817,(0633)新中州段
1818,(0635)新林厝段
1819,(0651)新萬年段
1820,(0671)新東山段
1821,(0521)源潭段
1822,(0513)溝皂段
1823,(0625)僑信段
1824,(0515)黎明段
1825,(0623)橋愛段
1826,(0628)靜修段
1827,(0518)豐年段
1828,(0618)鎮興段
1829,(0654)饒明段
1830,(0537)三塊厝段
1831,(1247)三興段
1832,(1204)大竹段
1833,(1209)大溪段
1834,(1217)大發段
1835,(1221)大庭段
1836,(1213)中山段
1837,(1233)中興段
1838,(1241)中東段
1839,(1218)北勢段
1840,(0547)四塊厝段四塊厝小段
1841,(1203)平和段
1842,(1207)弘農段
1843,(0535)田中央段
1844,(1219)田中段
1845,(1200)光平段
1846,(1201)光華段
1847,(1212)西溪段 
1848,(1216)西寮段
1849,(1230)西安段 
1850,(1214)忠覺段
1851,(1208)東寮段
1852,(1211)東溪段
1853,(0538)河東段
1854,(1234)河興段
1855,(1222)庭忠段
1856,(0536)崙子脚段
1857,(1220)頂庄段
1858,(1254)富貴段
