說明,文章編號,永久連結,貼文訊息,類型,國家／地區,語言,已發佈,廣告受眾目標設定,like,comment,share
,127628276929_10157243558326930,https://www.facebook.com/cwgroup/posts/10157243558326930,【僅國中肄業學歷，唐鳳專訪：台灣教育要走向「互助共好」，而非捉對廝殺】 　 因為在學校不斷被比較，唐鳳的童年並不快樂。不喜歡總是被當成指標，讓他早早就脫離傳統的體制內教育。 　 除了同儕間的比較，唐鳳還有個弟弟。記者好奇當唐鳳表現如此耀眼，弟弟要怎麼不活在她的光環底下？ 　 沒想到，唐家有獨到的教育觀：「別怕輸在起跑點，因為你只要轉身往反方向跑，就是第一名了」，因為「每個人都應該有不同的跑道，各自向前跑去就好了」。,Link,,,10/29/20, ,277,2,16
,127628276929_10157244867841930,https://www.facebook.com/cwgroup/posts/10157244867841930,#國際視窗 #美國大選倒數5天【投給超人也可以？美國選票大解密！】 　 在海外的美國人，要怎麼投票呢？美國人的選票，不是一張，而是一大疊？只要有投票權，你想投給超人、蝙蝠俠都可以？ 　 看到這邊，你是不是也滿頭問號呢，《天下》特地找了在台灣的美國人，一路跟拍投票過程，替你解開上面的所有秘密！ 　 此外，我們還復刻了美國選票，只要點進網頁，你也能模擬投美國大選喔！  - 🔥不斷更新》美國總統大選動態　一次看搖擺州誰領先 >> https://bit.ly/2Ht6p64,Link,,,10/29/20, ,22,,2
,127628276929_10157244857616930,https://www.facebook.com/cwgroup/posts/10157244857616930,#Off學【最強跨界！為長榮航空、星巴克、城隍廟打造專屬啤酒】  近幾年精釀啤酒蔚為風潮，訴求沒有品飲知識的門檻，跟任何食物都百搭。  臺虎用在地食材釀酒，以創意闖出名號，至今已推出上百款口味：有以楊貴妃為靈感的荔枝啤酒，以多多綠為靈感的茉莉綠茶啤酒，還曾把鳳梨酥捏碎釀酒......許多企業慕名找上門，合作聯名或創造專屬酒款。  --------------------------------------------- 【給最懂生活的你，歡迎訂閱 Off學電子報】 https://bit.ly/2X9AYSK,Link,,,10/29/20, ,18,,2
,127628276929_10157244899411930,https://www.facebook.com/cwgroup/posts/10157244899411930,【凍結學費的後果　反而是富者受益，貧者受害】 　 台灣高教學雜費凍結17年，大學資源匱乏，教育品質因此落後國際，導致世界排名不斷下滑。但提升學費，真的就會排擠弱勢學生的機會嗎？ 　 漲學費跟照顧弱勢，其實是有辦法兼顧的！清大校長賀陳弘提出了解方，到底該怎麼做呢？  - 🔥更多精彩內容，請看最新出刊《不能只有台積電》>> https://bit.ly/31lrYNn,Link,,,10/29/20, ,50,5,2
,127628276929_10157244790101930,https://www.facebook.com/cwgroup/posts/10157244790101930,◤陳淑芳：我就是我人生的主角◢ ＃演戲六十年_陳淑芳81歲首度叩關金馬影后 　 討論熱度超越小鮮肉，分別以《孤味》、《親愛的房客》入圍第57屆金馬獎最佳女主角、女配角。81歲的陳淑芳，在演戲超過60年後，終於首次挑戰影后寶座。 　 從鄉土劇、偶像劇到電影，19歲開始演媽媽之後，就演不回少女角色了。她將善於觀察的人格特質放進表演中，成為台灣典型母性角色的代表。 　 「當你接到劇本，讀第三遍，你就要成為那個角色了。」無論戲多戲少，就算只有一句台詞，陳淑芳也堅持要演好。 　 雖然經常是片場裡最年長的長輩，她仍與年輕人打成一片，期盼年輕人茁壯，「年齡算什麼，每天過得開心才是最重要的。」 --- 訂閱天下雜誌youtube，看盡天下事： >>https://bit.ly/3gR6jCc 　 #天下雜誌video　孤味 Little Big Women 親愛的房客 Dear Tenant　 威視電影 牽猴子電影粉絲俱樂部 金馬影展 TGHFF 莫子儀 MO Tzu-yi Morning,Video,,,10/29/20, ,2796,104,316
,127628276929_10157244763686930,https://www.facebook.com/cwgroup/posts/10157244763686930,【在山麓旁的校園，看到的是更遼闊的全世界】  「學校不應該因為位在偏鄉、或是小校，就犧牲孩子在學習上的可能性，」這間常被忽略、位在阿里山山麓的高中，如何透過課程教學，讓學生在超商看一條洗面乳的產地、在教室看一支手機如何組成，就能理解全球化？  👉108課綱上路一周年你了解多少? 重點整理回顧>> https://bit.ly/34zWfZE 👉立即預購2020教育特刊>> https://bit.ly/30A3wra,Link,,,10/29/20, ,107,,10
,127628276929_10157244861406930,https://www.facebook.com/cwgroup/posts/10157244861406930,【台北蝸居又現！室內氣溫高5度、僅能在流動廁所沐浴…】 　 台北又出現新的蝸居地點，有地主將10多個貨櫃隔成一間間的小房間，以每月3000元分租給20人居住。 　 因居住環境惡劣，加上地點涉嫌占用市有地，貨櫃屋目前已全被拆除，而屋主與租客的最終下場也曝了光。  - 📣加入《天下》Telegram ，限時免費讀天下 >> http://t.me/cwmagazine,Link,,,10/29/20, ,81,4,5
,127628276929_10157244840751930,https://www.facebook.com/cwgroup/posts/10157244840751930,【美股三大指數重挫　白宮：美國好得很！】 　 道瓊昨（28）日暴跌942點，眼看三大指數都將創下半年來 #最大單週跌幅，這對強打經濟牌的川普來說，恐怕不是好消息。 　 股市雪崩止得住嗎，還是會一直跌下去？確診數不是新聞了，到底市場為什麼這次這麼驚嚇？  - 🔥不斷更新》美國總統大選動態　一次看搖擺州誰領先 >> https://bit.ly/2Ht6p64,Link,,,10/29/20, ,52,8,3
,127628276929_10157244742761930,https://www.facebook.com/cwgroup/posts/10157244742761930,【儒家與財閥文化造就「霸凌」？】#多數選擇沉默 　　 近來發生的韓國藝人霸凌爭議，讓作者跟懂中文的韓國友人總覺得中文裡的「大頭症」或「耍大牌」主要傾向於個人主觀行為，而非兩邊的權力關係拉扯，似乎很難完全解釋這種韓國的特殊權力文化。 　　　 更精確的說，這種文化或可稱為所謂的「甲乙關係」（갑을관계），也是韓國社會長期存在的現象>>,Link,,,10/29/20, ,18,2,4
,127628276929_10157244726301930,https://www.facebook.com/cwgroup/posts/10157244726301930,【移民工文學獎的結束：我們挖了一個水池，生命就自己流進來】  從2014年舉辦至今的移民工文學獎，宣布在今年結束後暫時休息停辦。主辦人張正這樣說：「大家都累了！」  因為錢不夠嗎？因為稿件不足嗎？其實都沒有。相反的，七年來這個當初想法單純的文學獎，已經連結起各式各樣的人與關係，展現了移民工的多元面貌，也將許多人送上他們從未想過會站上的舞台。而未來，或許還有更多可能：,Link,,,10/29/20, ,32,2,1
,127628276929_10157244481921930,https://www.facebook.com/cwgroup/posts/10157244481921930,【優惠倒數最後48小時！】  天下雜誌10期+年度10大暢銷書任選 優惠價只要990元！  熱門選書推薦 ！ 記得你是誰：https://bit.ly/3kD9oHT 教練：https://bit.ly/3jDpFeL 總有一天你會懂：https://bit.ly/3jHHPfb 把握機會，立即訂閱！>>https://bit.ly/3e35s0M,Photo,,,10/29/20, ,2,,
,127628276929_10157244805371930,https://www.facebook.com/cwgroup/posts/10157244805371930,【做出咖啡專用隨身杯，讓這家公司年收500萬美元】  你有沒有一種經驗，為了環保帶著隨身杯出門，但由於隨身杯大小不一，很多時候去買飲料，特別是咖啡時，店員會先用紙杯將飲料做好，然後再倒到隨身杯中？這樣不但沒有達到環保的目的，而且還增加店家的工作量！  這個問題讓來自澳洲的 Abigail Forsyth 很懊惱，他下定決心要用「咖啡專用隨身杯」來解決這個問題。  後來 #KeepCup 出現了，這款咖啡專用隨身杯不但在生產時盡量避免浪費，在消費者購買了它們的產品後也繼續鼓吹「環保」，近年KeepCup 的銷售量節節上升，至今公司的年收入目前也超過 500 萬美元！  Abigail Forsyth的創業怎麼做到的？  ▲【立即訂閱 CSR@天下 電子報】http://bit.ly/33pQWtV ▲【立即加入 CSR在天下 臉書粉專】http://bit.ly/2PLATmi  #CSR天下 #CSR #企業社會責任 #KeepCup #咖啡 #隨身杯 #創新拿鐵,Link,,,10/29/20, ,155,,16
,127628276929_10157244724851930,https://www.facebook.com/cwgroup/posts/10157244724851930,"【智慧醫療．重磅專訪 #5】 林口長庚紀念醫院 院長 #程文俊 未來城市FutureCity 全新系列專題 ：六大醫院院長的智慧醫療藍圖  沒想到，當年的管理基本功，意外成了早30年的超前佈署。  台塑集團創辦人 #王永慶 是商管教科書的經典案例。他的管理口訣「管理靠制度，制度靠表單，表單靠電腦」，被集團企業奉為圭臬。  長庚紀念醫院1976年成立時，也順理成章導入電腦系統。  2000年後，其他醫院使盡全力導入電子病歷、推動AI，林口長庚卻好整以暇，在2014年拿下台灣首家「智慧醫院標章」，也是第一家通過國際數位醫療組織最高認證的台灣醫院。  長庚數位練兵數十年，終在百年大疫上場實戰。  -  程文俊回憶，17年前SARS，高雄長庚爆發院內感染，他南下救火，「當時如果有人工智慧、物聯網，結果會不太一樣。」  原來，長庚體系醫院全台有七大院區、9,000個病床，是遠東最大的醫院，靠人力實難掌握全局。  這次，長庚啟動「感染管制智能監測儀表板」，哪層病房有人發燒、比例是否過高？是一般發燒還是新冠肺炎？「BI能讓你馬上發現不正常數據，」程文俊說。  講到底，還是王永慶的管理心法「異常管理」——其實，管理經典只要加上新科技，也能用來解決當代的難題。  長庚怎麼穩扎穩打，帶領全院走向智慧醫院？  　 專題製作／陳芳毓、許鈺屏、高偉倫、阮怡婷、李鈺淇 2020-10-22  #未來城市 #智慧城市 #智慧醫療 #我們的未來醫生 #5G #AI #區塊鏈 #BI商業智慧 #智慧醫院 #林口長庚醫院 #程文俊 #遠距醫療 #醫療數據 #醫療科技 #長庚醫院",Link,,,10/29/20, ,25,,
,127628276929_10157244665621930,https://www.facebook.com/cwgroup/posts/10157244665621930,【課綱的108個煩惱－孩子的快樂學習來自於父母的不執著】  有多少孩子能夠堅決地對父母說「我決定我不上大學」？被日媒稱讚「千年一遇」的台灣女棋士黑嘉嘉就是其中一位。當孩子有自己想走的一條路時，做為家長應該如何給予支持，如何在旁協助孩子？  👉觀看完整影片：https://bit.ly/2HGWLgB 👉同場加映:108課綱你了解多少？>>https://bit.ly/3jw5jUx  #108課綱 #素養教育 #2020天下教育特刊 #11月正式出刊 #現正預購中,Link,,,10/29/20, ,170,5,23
,127628276929_10157244567536930,https://www.facebook.com/cwgroup/posts/10157244567536930,【為什麼「哈根達斯」都有獨立冰箱？】 　 你知道為什麼在大賣場、甚至便利商店都有特別設置哈根達斯專門冰箱嗎？  如何在量販店買到最新鮮的蔬菜？水果、鮮奶應該什麼時候買？該怎麼挑？  大賣場沒說的秘密帶你一探究竟。,Link,,,10/29/20, ,58,1,11
,127628276929_10157243563046930,https://www.facebook.com/cwgroup/posts/10157243563046930,「為什麼麥當勞排隊是排直的？而星巴克排隊是排橫的呢？」  你可能去過不少次麥當勞及星巴克，但有注意過排隊的方向嗎？其實裡面暗藏玄機。,Link,,,10/28/20, ,11,1,2
,127628276929_10157244544346930,https://www.facebook.com/cwgroup/posts/10157244544346930,【雖然選擇方式不同，但「對立」無疑都成了成長重要的燃料】 　 我時常告訴擔憂的父母親，不需要把叛逆當成一個問題，從「服從」到「不服從」，就是一個「長大」必經的過程。  只知道如何服從，卻不知道如何對立的人，是永遠長不大的。,Link,,,10/28/20, ,3741,66,706
,127628276929_10157244539346930,https://www.facebook.com/cwgroup/posts/10157244539346930,【喝熱水有助減重，還可以消水腫】  不只中醫提倡，連西醫也認同我們應該多喝熱水。  研究指出，養成起床或是睡前喝熱水的習慣，可以獲得多項健康好處……,Link,,,10/28/20, ,162,8,53
,127628276929_10157244460431930,https://www.facebook.com/cwgroup/posts/10157244460431930,【不是金融，也不是科技，而是中國大國崛起的重要戰略】  史上最大IPO螞蟻集團風光上市，原本最早只是阿里巴巴集團內的金融服務，從推動支付寶，擴大金融服務，在2014年開始擴張全球市場。關於螞蟻集團IPO，你需要知道的這些事👉,Link,,,10/28/20, ,134,7,38
,127628276929_10157240562521930,https://www.facebook.com/cwgroup/posts/10157240562521930,#廣編企劃【全台首場永續性淨灘植樹活動】  「媽媽，打火機！」小男孩看著眼前出現的物品，驚訝地喊了出來，連孩子都知道，它並不屬於這片美麗海灘，小手握著工具，稍顯吃力的跟在媽媽背後，走在沙灘上彎腰撿垃圾。  連續九年舉辦「南山愛海洋行動」，今年特別依循ESG原則，導入ISO 20121，申請SGS國際驗證，成為全台首場永續淨灘植樹活動。  #南山人壽 #南山愛海洋行動 #永續 #淨灘,Link,,,10/28/20, ,52,,3
